"nG_12" "nG_25" "nG_50" "nG_100"
0.950617283950617 0.519230769230769 0.304347826086957 0.3125
1.60204081632653 1.09375 0.724137931034483 0.428571428571429
1.2484076433121 1.6 1.46666666666667 1
0.845771144278607 1.50980392156863 0.727272727272727 0.111111111111111
0.765625 1.29850746268657 1.91666666666667 0.714285714285714
0.707627118644068 1.32142857142857 1.25 2.6
0.578444747612551 1.0241935483871 1.72727272727273 1
0.51437802907916 0.806306306306306 1.08333333333333 0.333333333333333
0.498986828774063 0.917748917748918 1.35897435897436 1.30769230769231
0.428153636186391 0.8287841191067 1.23333333333333 2.07142857142857
0.592295658975362 0.664 1.36842105263158 1.54545454545455
1.03014184397163 0.747422680412371 1.82608695652174 0.866666666666667
NA 0.601503759398496 0.857142857142857 1.84615384615385
NA 0.585227272727273 1.19672131147541 1
NA 0.536206896551724 0.663551401869159 1.0952380952381
NA 0.513383665065202 0.939130434782609 1.06666666666667
NA 0.532238442822384 0.862903225806452 1.27272727272727
NA 0.558737580362361 0.981308411214953 0.925925925925926
NA 0.413390928725702 0.810945273631841 1.61538461538462
NA 0.430934656741108 0.846534653465347 1.17647058823529
NA 0.44087705559906 0.613545816733068 1.26923076923077
NA 0.600420168067227 0.746987951807229 1
NA 0.610305958132045 0.864768683274021 2.55
NA 0.81555834378921 0.629508196721312 1.26923076923077
NA 1.2626746506986 0.604361370716511 1
NA NA 0.59958071278826 0.738095238095238
NA NA 0.575342465753425 0.903225806451613
NA NA 0.594495412844037 1.28571428571429
NA NA 0.514480408858603 0.596774193548387
NA NA 0.558464223385689 0.739130434782609
NA NA 0.536036036036036 0.646341463414634
NA NA 0.494310998735777 1.1
NA NA 0.511138613861386 0.8
NA NA 0.552631578947368 0.959183673469388
NA NA 0.609318996415771 1.05
NA NA 0.510297482837529 0.941176470588235
NA NA 0.424187725631769 0.91588785046729
NA NA 0.404308202154101 0.691489361702128
NA NA 0.436241610738255 0.784313725490196
NA NA 0.425774877650897 0.91
NA NA 0.41601866251944 0.688524590163934
NA NA 0.46608832807571 0.542635658914729
NA NA 0.530516431924883 0.792857142857143
NA NA 0.681488203266788 0.677165354330709
NA NA 0.555207517619421 0.7421875
NA NA 0.668599834299917 0.970059880239521
NA NA 0.68141592920354 0.743589743589744
NA NA 0.960801393728223 0.544041450777202
NA NA 1.09507640067912 0.556213017751479
NA NA 1.38025055268976 0.657894736842105
NA NA NA 0.851674641148325
NA NA NA 0.394160583941606
NA NA NA 0.714912280701754
NA NA NA 0.462897526501767
NA NA NA 0.545454545454545
NA NA NA 0.648648648648649
NA NA NA 0.60431654676259
NA NA NA 0.433656957928803
NA NA NA 0.65625
NA NA NA 0.438127090301003
NA NA NA 0.525252525252525
NA NA NA 0.544715447154472
NA NA NA 0.6158357771261
NA NA NA 0.402222222222222
NA NA NA 0.520512820512821
NA NA NA 0.502392344497608
NA NA NA 0.525773195876289
NA NA NA 0.573407202216066
NA NA NA 0.584810126582278
NA NA NA 0.631221719457014
NA NA NA 0.431965442764579
NA NA NA 0.598540145985402
NA NA NA 0.542857142857143
NA NA NA 0.343032159264931
NA NA NA 0.41335453100159
NA NA NA 0.394463667820069
NA NA NA 0.429577464788732
NA NA NA 0.442307692307692
NA NA NA 0.448165869218501
NA NA NA 0.42237061769616
NA NA NA 0.512998266897747
NA NA NA 0.337094499294781
NA NA NA 0.470957613814757
NA NA NA 0.461172741679873
NA NA NA 0.607744107744108
NA NA NA 0.462099125364431
NA NA NA 0.639261744966443
NA NA NA 0.687732342007435
NA NA NA 0.588028169014085
NA NA NA 0.528913963328632
NA NA NA 0.605571847507331
NA NA NA 0.750476190476191
NA NA NA 0.588235294117647
NA NA NA 0.717425431711146
NA NA NA 0.969125214408233
NA NA NA 0.952212389380531
NA NA NA 0.946564885496183
NA NA NA 1.22486288848263
NA NA NA 1.19565217391304
NA NA NA 1.54698457223001
