"midsPop=12" "midsPop=14" "midsPop=18" "midsPop=22" "midsPop=26" "midsPop=32" "midsPop=37" "midsPop=44" "midsPop=51" "midsPop=59" "midsPop=67" "midsPop=76" "midsPop=87" "midsPop=100" "midsPop=116" "midsPop=132" "midsPop=150" "midsPop=170" "midsPop=194" "midsPop=221" "midsPop=248" "midsPop=278" "midsPop=311" "midsPop=345" "midsPop=378" "midsPop=408" "midsPop=439" "midsPop=472" "midsPop=505" "midsPop=538" "midsPop=572" "midsPop=604" "midsPop=636" "midsPop=670" "midsPop=706" "midsPop=742" "midsPop=778" "midsPop=817" "midsPop=856" "midsPop=896" "midsPop=941" "midsPop=991" "midsPop=1049" "midsPop=1119" "midsPop=1206" "midsPop=1316" "midsPop=1470" "midsPop=1709" "midsPop=2127" "midsPop=2699"
"month=28" 0.0239043824701195 0.0436893203883495 0.018018018018018 0.0307692307692308 0.0347826086956522 0.0222222222222222 0.0288461538461538 0.0339805825242718 0.0694444444444444 0.0789473684210526 0.0841584158415842 0.0981308411214953 0.116666666666667 0.0994764397905759 0.113095238095238 0.153409090909091 0.0949720670391061 0.162650602409639 0.193333333333333 0.189189189189189 0.16260162601626 0.319672131147541 0.233870967741935 0.282051282051282 0.279279279279279 0.329545454545455 0.219178082191781 0.328571428571429 0.297297297297297 0.44578313253012 0.430379746835443 0.365384615384615 0.454545454545455 0.409090909090909 0.352941176470588 0.444444444444444 0.617021276595745 0.450980392156863 0.432432432432432 0.470588235294118 0.375 0.28125 0.392857142857143 0.514285714285714 0.432432432432432 0.282051282051282 0.365853658536585 0.382352941176471 0.432432432432432 0.390243902439024
"month=29" 0.0281124497991968 0.025 0.0132743362831858 0.0201005025125628 0.0263157894736842 0.0326086956521739 0.0428571428571429 0.0388349514563107 0.0373831775700935 0.0473684210526316 0.0725388601036269 0.05 0.0714285714285714 0.0769230769230769 0.158536585365854 0.0731707317073171 0.14367816091954 0.164473684210526 0.145985401459854 0.143939393939394 0.161016949152542 0.121212121212121 0.227272727272727 0.276595744680851 0.247191011235955 0.257142857142857 0.276315789473684 0.309090909090909 0.305084745762712 0.407407407407407 0.285714285714286 0.384615384615385 0.377777777777778 0.483870967741935 0.35 0.193548387096774 0.4 0.228571428571429 0.12 0.318181818181818 0.32 0.259259259259259 0.304347826086957 0.380952380952381 0.115384615384615 0.290322580645161 0.294117647058824 0.36 0.346153846153846 0.161290322580645
"month=30" 0.0040650406504065 0.0148514851485149 0.013215859030837 0.0198019801980198 0.012987012987013 0.0211640211640212 0.0191387559808612 0.0288461538461538 0.0319634703196347 0.0307692307692308 0.041025641025641 0.0191387559808612 0.0284090909090909 0.0327868852459016 0.0382165605095541 0.0535714285714286 0.0357142857142857 0.0397350993377483 0.0645161290322581 0.036231884057971 0.0420168067226891 0.094017094017094 0.101851851851852 0.0543478260869565 0.0526315789473684 0.046875 0.0958904109589041 0.0317460317460317 0.114754098360656 0.0961538461538462 0.078125 0.0512820512820513 0.0666666666666667 0.0689655172413793 0.0833333333333333 0.108108108108108 0.136363636363636 0.1 0.107142857142857 0.1 0.12 0 0.153846153846154 0.173913043478261 0.0810810810810811 0.137931034482759 0.0294117647058824 0.227272727272727 0.08 0.151515151515152
"month=31" 0.00393700787401575 0 0.00440528634361234 0 0 0 0.00462962962962963 0.00454545454545455 0.00429184549356223 0 0.00483091787439614 0.00892857142857143 0 0.00490196078431373 0.00529100529100529 0.0103092783505155 0 0.00529100529100529 0.015625 0 0.00555555555555556 0.01875 0 0 0 0.015748031496063 0 0.0144927536231884 0.0155038759689922 0 0.024 0.0288461538461538 0.0172413793103448 0 0 0 0 0.0116279069767442 0 0 0 0 0.0428571428571429 0.0289855072463768 0 0.03125 0.0138888888888889 0.0140845070422535 0.0338983050847458 0
"month=32" 0.0116731517509728 0 0.00432900432900433 0 0.00826446280991736 0.00510204081632653 0 0.00888888888888889 0.00823045267489712 0.00930232558139535 0.0135746606334842 0.0127659574468085 0.019047619047619 0.00904977375565611 0.0188679245283019 0 0.0174672489082969 0.013953488372093 0.037037037037037 0.0452488687782805 0.0184331797235023 0.0384615384615385 0.0382775119617225 0.0327102803738318 0.0230414746543779 0.0388349514563107 0.0287081339712919 0.0669856459330144 0.0388349514563107 0.0640394088669951 0.0567010309278351 0.0635838150289017 0.0575916230366492 0.0641711229946524 0.0374331550802139 0.0858895705521472 0.092485549132948 0.0734463276836158 0.106508875739645 0.121428571428571 0.0903614457831325 0.092485549132948 0.0657894736842105 0.0718954248366013 0.0816326530612245 0.0416666666666667 0.100719424460432 0.166666666666667 0.092436974789916 0.228571428571429
"month=33" 0 0 0 0.00478468899521531 0 0 0.00892857142857143 0.00446428571428571 0 0.00469483568075117 0 0 0 0 0.00469483568075117 0.00446428571428571 0.00442477876106195 0.018348623853211 0.0186915887850467 0.0186046511627907 0.00909090909090909 0.0239234449760766 0.0144230769230769 0.023696682464455 0.0368663594470046 0.0241545893719807 0.0373831775700935 0.0531400966183575 0.0288461538461538 0.0246305418719212 0.03 0.0561797752808989 0.0459183673469388 0.077720207253886 0.050761421319797 0.0584795321637427 0.0944444444444444 0.0815217391304348 0.0751445086705202 0.0816326530612245 0.107784431137725 0.119318181818182 0.119760479041916 0.0628571428571429 0.140127388535032 0.141104294478528 0.0860927152317881 0.099236641221374 0.138686131386861 0.17
"month=34" 0 0.00469483568075117 0 0 0.00413223140495868 0 0 0 0.0163934426229508 0.00934579439252336 0.0045045045045045 0.00418410041841004 0.00471698113207547 0 0.00921658986175115 0.00892857142857143 0.00873362445414847 0.00921658986175115 0.00917431192660551 0.0045662100456621 0.0135135135135135 0.0138248847926267 0.0275229357798165 0.0325581395348837 0.018348623853211 0.0375586854460094 0.0185185185185185 0.0285714285714286 0.0328638497652582 0.0368663594470046 0.0185185185185185 0.0505050505050505 0.0571428571428571 0.0679611650485437 0.0336538461538462 0.054726368159204 0.0670103092783505 0.065989847715736 0.0505050505050505 0.0785340314136126 0.0376344086021505 0.0641711229946524 0.0641711229946524 0.109947643979058 0.0752688172043011 0.092485549132948 0.111731843575419 0.0952380952380952 0.118421052631579 0.123076923076923
"month=35" 0 0 0 0 0.004149377593361 0.0050761421319797 0 0 0.0125 0.00938967136150235 0.0135746606334842 0 0.00947867298578199 0.00896860986547085 0.00462962962962963 0.0134529147982063 0.0043859649122807 0.0136986301369863 0.0135746606334842 0.0222222222222222 0.0226244343891403 0.00904977375565611 0.0324074074074074 0.033175355450237 0.0358744394618834 0.0566037735849057 0.0409090909090909 0.0324074074074074 0.0328638497652582 0.0460829493087558 0.0315315315315315 0.0594059405940594 0.0476190476190476 0.0710900473933649 0.0467289719626168 0.035 0.0804020100502513 0.0348258706467662 0.0731707317073171 0.077720207253886 0.0497512437810945 0.0753768844221105 0.075 0.0603015075376884 0.107142857142857 0.117647058823529 0.0555555555555556 0.104395604395604 0.11377245508982 0.133333333333333
"month=36" 0 0.00469483568075117 0.00431034482758621 0 0.00829875518672199 0.0102040816326531 0 0.00440528634361234 0 0.00938967136150235 0.0045662100456621 0.00836820083682008 0.00476190476190476 0.00904977375565611 0.0138248847926267 0.018018018018018 0.025974025974026 0.018348623853211 0.045662100456621 0.036036036036036 0.0228310502283105 0.027027027027027 0.0414746543778802 0.0283018867924528 0.0363636363636364 0.0483091787439614 0.0462962962962963 0.0412844036697248 0.0422535211267606 0.0462962962962963 0.0630630630630631 0.0597014925373134 0.0849056603773585 0.0952380952380952 0.0707547169811321 0.0935960591133005 0.0686274509803922 0.113744075829384 0.121359223300971 0.101010101010101 0.0913461538461538 0.075 0.116161616161616 0.0980392156862745 0.110526315789474 0.124324324324324 0.134020618556701 0.125 0.185393258426966 0.172413793103448
"month=37" 0 0.0141509433962264 0.025974025974026 0 0.025 0.0102564102564103 0.0266666666666667 0.0309734513274336 0.0327868852459016 0.0140845070422535 0.0271493212669683 0.0337552742616034 0.0428571428571429 0.0407239819004525 0.0465116279069767 0.0769230769230769 0.0577777777777778 0.0691244239631336 0.0616113744075829 0.100917431192661 0.114155251141553 0.105990783410138 0.132701421800948 0.0892018779342723 0.114155251141553 0.105769230769231 0.177570093457944 0.144859813084112 0.208530805687204 0.154205607476636 0.179245283018868 0.215384615384615 0.154228855721393 0.174129353233831 0.223880597014925 0.157894736842105 0.232673267326733 0.247422680412371 0.207253886010363 0.202127659574468 0.21105527638191 0.178571428571429 0.254054054054054 0.251282051282051 0.244565217391304 0.215469613259669 0.293785310734463 0.28735632183908 0.360248447204969 0.462121212121212
"month=38" 0.00387596899224806 0.00956937799043062 0.00442477876106195 0.00956937799043062 0.025531914893617 0.0256410256410256 0.0547945205479452 0.0318181818181818 0.0423728813559322 0.0471698113207547 0.037037037037037 0.0782608695652174 0.0646766169154229 0.0560747663551402 0.0531400966183575 0.0829268292682927 0.0694444444444444 0.0878048780487805 0.113300492610837 0.170854271356784 0.133333333333333 0.150753768844221 0.193717277486911 0.19 0.193877551020408 0.246153846153846 0.209944751381215 0.25668449197861 0.298850574712644 0.240641711229947 0.30939226519337 0.2875 0.344444444444444 0.383720930232558 0.337349397590361 0.364705882352941 0.34375 0.304347826086957 0.429447852760736 0.411392405063291 0.43558282208589 0.457831325301205 0.402777777777778 0.487012987012987 0.36241610738255 0.466216216216216 0.476923076923077 0.515384615384615 0.51304347826087 0.586666666666667
"month=39" 0.0155642023346304 0.0238095238095238 0.0260869565217391 0.0579710144927536 0.038961038961039 0.0789473684210526 0.0566037735849057 0.0967741935483871 0.0657894736842105 0.103960396039604 0.0751173708920188 0.115207373271889 0.118556701030928 0.146341463414634 0.17910447761194 0.164948453608247 0.183574879227053 0.276041666666667 0.2 0.196531791907514 0.216666666666667 0.299435028248588 0.329268292682927 0.370588235294118 0.345454545454545 0.375 0.39622641509434 0.445945945945946 0.395348837209302 0.450980392156863 0.507462686567164 0.387096774193548 0.491935483870968 0.6 0.627118644067797 0.474137931034483 0.543859649122807 0.598290598290598 0.519607843137255 0.585858585858586 0.536082474226804 0.736263736263736 0.702127659574468 0.583333333333333 0.606060606060606 0.617283950617284 0.661971830985915 0.701492537313433 0.842105263157895 0.696969696969697
"month=40" 0.0158102766798419 0.024390243902439 0.0535714285714286 0.0306122448979592 0.0572687224669604 0.0677966101694915 0.0865384615384615 0.0643564356435644 0.0639269406392694 0.0748663101604278 0.113300492610837 0.0612244897959184 0.102272727272727 0.1 0.14792899408284 0.158823529411765 0.146892655367232 0.142857142857143 0.230769230769231 0.251700680272109 0.219178082191781 0.223076923076923 0.271186440677966 0.275862068965517 0.245762711864407 0.342857142857143 0.386138613861386 0.445652173913043 0.373493975903614 0.449438202247191 0.337662337662338 0.51219512195122 0.463768115942029 0.489795918367347 0.48936170212766 0.485294117647059 0.551724137931034 0.454545454545455 0.418181818181818 0.511111111111111 0.541666666666667 0.393939393939394 0.533333333333333 0.526315789473684 0.609756097560976 0.727272727272727 0.592592592592593 0.454545454545455 0.3 0.6
"month=41" 0.0158730158730159 0 0.0234741784037559 0 0.00458715596330275 0.0172413793103448 0.0406091370558376 0.0406091370558376 0.0368663594470046 0.032258064516129 0.0578947368421053 0.0348258706467662 0.0584795321637427 0.0714285714285714 0.0662650602409639 0.123456790123457 0.0898203592814371 0.075 0.0851063829787234 0.115384615384615 0.0935251798561151 0.0909090909090909 0.109090909090909 0.130841121495327 0.111111111111111 0.0752688172043011 0.148936170212766 0.1625 0.126760563380282 0.183098591549296 0.140845070422535 0.210526315789474 0.0677966101694915 0.128205128205128 0.111111111111111 0.142857142857143 0.162790697674419 0.0869565217391304 0.270833333333333 0.176470588235294 0.210526315789474 0.264705882352941 0.16 0.230769230769231 0.151515151515152 0.157894736842105 0.227272727272727 0.142857142857143 0.0909090909090909 0.166666666666667
"month=42" 0.0158730158730159 0 0 0 0.00429184549356223 0.0053475935828877 0.00483091787439614 0 0.00440528634361234 0.0050251256281407 0.0146341463414634 0.00943396226415094 0.0210526315789474 0.0104166666666667 0.00552486187845304 0.00546448087431694 0.00552486187845304 0.0164835164835165 0.0223463687150838 0.00595238095238095 0.0350877192982456 0.0318471337579618 0.0454545454545455 0.0264900662251656 0.0506329113924051 0.0563380281690141 0.00689655172413793 0.0542635658914729 0.0303030303030303 0.00819672131147541 0.0357142857142857 0.036036036036036 0.05 0.05 0.0210526315789474 0.0594059405940594 0.0476190476190476 0.0576923076923077 0.0574712643678161 0.0449438202247191 0.021978021978022 0.0512820512820513 0.0285714285714286 0.0428571428571429 0.0289855072463768 0.0655737704918033 0.0588235294117647 0.0638297872340425 0.0606060606060606 0
"month=43" 0 0 0 0 0 0 0 0 0 0.00469483568075117 0 0.00425531914893617 0 0.00471698113207547 0.004739336492891 0.00458715596330275 0.00896860986547085 0.00938967136150235 0 0.0277777777777778 0.00980392156862745 0.0099009900990099 0.0197044334975369 0.0404040404040404 0.0146341463414634 0.00523560209424084 0.0436893203883495 0.0208333333333333 0.0256410256410256 0.0252525252525253 0.00480769230769231 0.016304347826087 0.0324324324324324 0.032258064516129 0.0317460317460317 0.00625 0.0178571428571429 0.0348837209302326 0.0350877192982456 0.0178571428571429 0.0176470588235294 0.0254777070063694 0.0469798657718121 0.0127388535031847 0.0191082802547771 0.0272108843537415 0.028169014084507 0.0393700787401575 0.0252100840336134 0.0112359550561798
"month=44" 0 0 0.00431034482758621 0 0.00833333333333333 0.0101522842639594 0 0.0132743362831858 0.0204918032786885 0.00934579439252336 0.018018018018018 0.00840336134453781 0.00943396226415094 0.00909090909090909 0.013953488372093 0.0179372197309417 0 0 0.00448430493273543 0.0276497695852535 0.0182648401826484 0.0137614678899083 0.0186915887850467 0.00476190476190476 0.0227272727272727 0.0137614678899083 0.014018691588785 0.0422535211267606 0.0235849056603774 0.0372093023255814 0.04 0.0338164251207729 0.0295566502463054 0.0518867924528302 0.0476190476190476 0.0196078431372549 0.0283018867924528 0.0289855072463768 0.0288461538461538 0.0357142857142857 0.0392156862745098 0.03 0.0307692307692308 0.0294117647058824 0.0306122448979592 0.025 0.045 0.0483870967741935 0.068421052631579 0.0459770114942529
"month=45" 0 0.00938967136150235 0.00432900432900433 0.0143540669856459 0.0125 0.00512820512820513 0 0.00446428571428571 0 0 0.00458715596330275 0.00421940928270042 0.019047619047619 0.00909090909090909 0.0186915887850467 0.00904977375565611 0.00432900432900433 0.0226244343891403 0.0179372197309417 0.00909090909090909 0.0182648401826484 0.0182648401826484 0.0136363636363636 0.0135746606334842 0.0271493212669683 0.0365296803652968 0.0271493212669683 0.0186046511627907 0.0186915887850467 0.05 0.0271493212669683 0.0533980582524272 0.0277777777777778 0.0325581395348837 0.0372093023255814 0.0143540669856459 0.0230414746543779 0.0416666666666667 0.0590909090909091 0.00480769230769231 0.0523809523809524 0.0458715596330275 0.0333333333333333 0.0462962962962963 0.0531400966183575 0.0373831775700935 0.0334928229665072 0.0343137254901961 0.035 0.076530612244898
"month=46" 0 0 0 0 0 0 0 0.00442477876106195 0 0 0.0180995475113122 0 0 0.0045662100456621 0.00469483568075117 0.00452488687782805 0 0.00462962962962963 0 0.00888888888888889 0.00909090909090909 0.018348623853211 0.0135746606334842 0.0136986301369863 0.0135746606334842 0.00938967136150235 0.0138248847926267 0.0180995475113122 0.037037037037037 0.0184331797235023 0.0133928571428571 0.00490196078431373 0.0184331797235023 0.0226244343891403 0.0327102803738318 0.0232558139534884 0.0319634703196347 0.00925925925925926 0.0186915887850467 0.0230414746543779 0.023696682464455 0.0327102803738318 0.0418604651162791 0.0372093023255814 0.0240384615384615 0.028169014084507 0.0319634703196347 0.0375586854460094 0.033175355450237 0.0148514851485149
"month=47" 0 0 0 0.00480769230769231 0.00413223140495868 0 0 0.00884955752212389 0 0 0.00458715596330275 0 0.00471698113207547 0.0045045045045045 0 0.00892857142857143 0 0 0 0.00888888888888889 0.00900900900900901 0.0136986301369863 0.00904977375565611 0.0273972602739726 0.00444444444444444 0.0227272727272727 0.018018018018018 0.0045045045045045 0.0140845070422535 0.0311111111111111 0.00881057268722467 0.0327102803738318 0.036697247706422 0.0134529147982063 0.018348623853211 0.0469483568075117 0.0648148148148148 0.0358744394618834 0.0355555555555556 0.0373831775700935 0.0368663594470046 0.0596330275229358 0.0231481481481481 0.0324074074074074 0.0610328638497653 0.0418604651162791 0.0363636363636364 0.0471698113207547 0.0467289719626168 0.0691244239631336
"month=48" 0 0 0 0 0 0 0.00444444444444444 0 0 0 0.00452488687782805 0 0.004739336492891 0 0.0137614678899083 0.00448430493273543 0.00862068965517241 0.00909090909090909 0.00892857142857143 0 0.0135135135135135 0.0180995475113122 0.0045045045045045 0.0185185185185185 0 0.0414746543778802 0.0180995475113122 0.0132743362831858 0.0228310502283105 0.0315315315315315 0.0350877192982456 0.0240384615384615 0.0373831775700935 0.00896860986547085 0.0135135135135135 0.0432692307692308 0.023696682464455 0.0230414746543779 0.036036036036036 0.0710900473933649 0.0420560747663551 0.0333333333333333 0.0412844036697248 0.0593607305936073 0.0483091787439614 0.037037037037037 0.0639269406392694 0.0714285714285714 0.0521327014218009 0.0682926829268293
"month=49" 0 0 0.00431034482758621 0 0 0 0 0.00440528634361234 0 0 0 0.00418410041841004 0.00947867298578199 0.00896860986547085 0.00465116279069767 0.0133928571428571 0.00434782608695652 0.0045662100456621 0.018018018018018 0.00442477876106195 0.0180995475113122 0.0136363636363636 0.0271493212669683 0.0275229357798165 0.0175438596491228 0.0328638497652582 0.0135746606334842 0.0267857142857143 0.0276497695852535 0.0135746606334842 0.0225225225225225 0.0239234449760766 0.0372093023255814 0.0446428571428571 0.0448430493273543 0.0338164251207729 0.0321100917431193 0.05 0.0452488687782805 0.0640394088669951 0.0471698113207547 0.0368663594470046 0.07981220657277 0.0883720930232558 0.0717703349282297 0.144186046511628 0.10377358490566 0.0945273631840796 0.144230769230769 0.135265700483092
"month=50" 0 0 0.00432900432900433 0 0.00413223140495868 0 0 0 0 0 0.0045045045045045 0.00420168067226891 0.00476190476190476 0.0135746606334842 0.0138248847926267 0.0045045045045045 0 0.0136363636363636 0.00454545454545455 0.00444444444444444 0.00909090909090909 0.0227272727272727 0.0138248847926267 0.0232558139534884 0.0223214285714286 0.0187793427230047 0.0135135135135135 0.0316742081447964 0.0138888888888889 0.0444444444444444 0.0311111111111111 0.0239234449760766 0.0185185185185185 0.0276497695852535 0.037037037037037 0.0430622009569378 0.0596330275229358 0.028169014084507 0.0318181818181818 0.0487804878048781 0.037914691943128 0.0416666666666667 0.0531400966183575 0.0241545893719807 0.0351758793969849 0.0729166666666667 0.05 0.0505050505050505 0.0957446808510638 0.135416666666667
"month=51" 0 0 0.00432900432900433 0 0.004149377593361 0.0050761421319797 0 0 0.00819672131147541 0.00465116279069767 0.00452488687782805 0.00840336134453781 0.004739336492891 0 0.00930232558139535 0 0.00862068965517241 0.00917431192660551 0.0134529147982063 0.00884955752212389 0.0135135135135135 0.0136986301369863 0.0271493212669683 0.0230414746543779 0.00448430493273543 0.0230414746543779 0.0135135135135135 0.0091324200913242 0.0319634703196347 0.0276497695852535 0.0225225225225225 0.028436018957346 0.0271493212669683 0.0407239819004525 0.0182648401826484 0.0384615384615385 0.0234741784037559 0.018348623853211 0.018018018018018 0.0288461538461538 0.0375586854460094 0.0516431924882629 0.0375586854460094 0.0639269406392694 0.0336538461538462 0.0343137254901961 0.0471698113207547 0.062200956937799 0.0406091370558376 0.0729166666666667
"month=52" 0 0.00469483568075117 0 0.00478468899521531 0.004149377593361 0.00510204081632653 0 0.00881057268722467 0.00413223140495868 0 0.00904977375565611 0.00421940928270042 0.00476190476190476 0 0.00925925925925926 0.00888888888888889 0.00434782608695652 0.0045662100456621 0.00904977375565611 0.00888888888888889 0.00904977375565611 0.00904977375565611 0.018348623853211 0.00462962962962963 0.013215859030837 0.0231481481481481 0.0045045045045045 0.0223214285714286 0.013953488372093 0.0045045045045045 0.0223214285714286 0.0142857142857143 0.018348623853211 0.018348623853211 0.0223214285714286 0.0191387559808612 0.0407239819004525 0.0405405405405405 0.03125 0.037914691943128 0.0516431924882629 0.0424528301886792 0.0184331797235023 0.0283018867924528 0.0471698113207547 0.07981220657277 0.0476190476190476 0.0483091787439614 0.0388349514563107 0.0594059405940594
"month=53" 0.00387596899224806 0 0 0 0.00829875518672199 0.00510204081632653 0.00444444444444444 0.00444444444444444 0 0.00930232558139535 0.00909090909090909 0 0.00476190476190476 0.00896860986547085 0 0.00896860986547085 0.012987012987013 0.00454545454545455 0.0135135135135135 0.0177777777777778 0.0045045045045045 0.0180995475113122 0.0136363636363636 0.0316742081447964 0.00888888888888889 0.032258064516129 0.0133928571428571 0.0225225225225225 0.0273972602739726 0.0263157894736842 0.0178571428571429 0.0422535211267606 0.0228310502283105 0.0178571428571429 0.0403587443946188 0.0373831775700935 0.032258064516129 0.0232558139534884 0.0225225225225225 0.0334928229665072 0.0283018867924528 0.0233644859813084 0.0452488687782805 0.0545454545454545 0.0384615384615385 0.0483091787439614 0.0375586854460094 0.0628019323671498 0.0471698113207547 0.0776699029126214
"month=54" 0 0 0 0 0 0.00510204081632653 0 0.00442477876106195 0.00409836065573771 0.00469483568075117 0.00454545454545455 0.00420168067226891 0 0.00452488687782805 0.00917431192660551 0 0.00873362445414847 0 0.00904977375565611 0.00896860986547085 0 0.00909090909090909 0.0135746606334842 0.00930232558139535 0.0132743362831858 0.00465116279069767 0 0.018018018018018 0.00462962962962963 0.0179372197309417 0 0.0193236714975845 0.0045662100456621 0.0222222222222222 0.00921658986175115 0.0285714285714286 0.00458715596330275 0.0229357798165138 0.0223214285714286 0.019047619047619 0.0230414746543779 0.0181818181818182 0.027906976744186 0.0280373831775701 0.0424528301886792 0.0188679245283019 0.0277777777777778 0.0246305418719212 0.0283018867924528 0.108374384236453
"month=55" 0 0 0.00431034482758621 0 0 0.00510204081632653 0.0133333333333333 0 0.00411522633744856 0 0.00452488687782805 0.00420168067226891 0 0 0.00462962962962963 0.00444444444444444 0.00434782608695652 0.00452488687782805 0 0.00888888888888889 0.0134529147982063 0.0045045045045045 0.00909090909090909 0.00909090909090909 0.0222222222222222 0.00452488687782805 0.00888888888888889 0.0134529147982063 0.00909090909090909 0.0177777777777778 0.0175438596491228 0.0188679245283019 0.00446428571428571 0.0133928571428571 0.0133333333333333 0 0 0.00909090909090909 0.0266666666666667 0.0233644859813084 0.0138888888888889 0.00452488687782805 0.0229357798165138 0.0227272727272727 0.014218009478673 0.0229357798165138 0.00925925925925926 0.014218009478673 0.0414746543778802 0.050251256281407
"month=56" 0 0 0 0 0 0 0 0.00440528634361234 0 0.00465116279069767 0 0.00420168067226891 0.00471698113207547 0 0 0 0.012987012987013 0 0.00446428571428571 0.0222222222222222 0.00904977375565611 0.00896860986547085 0.0225225225225225 0.00909090909090909 0.0134529147982063 0.0180995475113122 0.00448430493273543 0.0178571428571429 0.0091324200913242 0.00888888888888889 0.00884955752212389 0.00943396226415094 0.0178571428571429 0.0176991150442478 0.00444444444444444 0.00917431192660551 0.00888888888888889 0.0178571428571429 0.0224215246636771 0.0186915887850467 0.0137614678899083 0.0223214285714286 0.0181818181818182 0.0225225225225225 0.0277777777777778 0.0230414746543779 0.0223214285714286 0.0276497695852535 0.0418604651162791 0.0428571428571429
"month=57" 0 0 0 0 0 0 0 0 0 0 0.0045045045045045 0.00420168067226891 0 0.00896860986547085 0.00458715596330275 0.00444444444444444 0.00436681222707424 0.00452488687782805 0 0 0.00900900900900901 0.00900900900900901 0.0045662100456621 0.0045662100456621 0.00444444444444444 0.00458715596330275 0.00446428571428571 0.00896860986547085 0 0.0265486725663717 0.0131578947368421 0.014018691588785 0.00904977375565611 0.00888888888888889 0.0176211453744493 0.0231481481481481 0.0269058295964126 0.0315315315315315 0.0177777777777778 0.0233644859813084 0.0321100917431193 0.0272727272727273 0.0180995475113122 0.0403587443946188 0.0280373831775701 0.0228310502283105 0.0315315315315315 0.00465116279069767 0.0467289719626168 0.0566037735849057
"month=58" 0 0 0.00431034482758621 0 0.00413223140495868 0.0101522842639594 0.00444444444444444 0 0 0.00465116279069767 0.00452488687782805 0.00840336134453781 0.00471698113207547 0.0271493212669683 0.0138248847926267 0.00892857142857143 0.00432900432900433 0 0.00446428571428571 0.00884955752212389 0.0045045045045045 0.00900900900900901 0.0225225225225225 0.00904977375565611 0.00881057268722467 0.0136363636363636 0.0267857142857143 0.0133333333333333 0.0180995475113122 0.018018018018018 0.0221238938053097 0.0140845070422535 0.0358744394618834 0.0309734513274336 0.0267857142857143 0.0375586854460094 0.0136363636363636 0.0045662100456621 0.0265486725663717 0.0422535211267606 0.0186915887850467 0.0365296803652968 0.0271493212669683 0.0412844036697248 0.0375586854460094 0.0502283105022831 0.0454545454545455 0.0545454545454545 0.0704225352112676 0.0521327014218009
"month=59" 0.00387596899224806 0 0 0 0 0 0.00446428571428571 0 0.00409836065573771 0 0.00452488687782805 0 0.014218009478673 0 0.00465116279069767 0 0.00432900432900433 0 0 0 0.00896860986547085 0.0135135135135135 0.0137614678899083 0.00909090909090909 0.00442477876106195 0 0.0182648401826484 0.0133928571428571 0.00917431192660551 0.0177777777777778 0.00892857142857143 0.0141509433962264 0.0138248847926267 0.0180995475113122 0.0135135135135135 0.00476190476190476 0.0134529147982063 0.00892857142857143 0.00892857142857143 0.0142857142857143 0.018348623853211 0.00465116279069767 0.0091324200913242 0.0273972602739726 0.033175355450237 0.0328638497652582 0.0232558139534884 0.0143540669856459 0.029126213592233 0.0761904761904762
"month=60" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
