"midsPop=13" "midsPop=20" "midsPop=29" "midsPop=40" "midsPop=55" "midsPop=72" "midsPop=94" "midsPop=124" "midsPop=161" "midsPop=208" "midsPop=264" "midsPop=328" "midsPop=392" "midsPop=455" "midsPop=522" "midsPop=588" "midsPop=654" "midsPop=723" "midsPop=798" "midsPop=878" "midsPop=968" "midsPop=1089" "midsPop=1269" "midsPop=1618" "midsPop=2429"
"month=33" 0 0.00227272727272727 0 0.00669642857142857 0.0021978021978022 0 0 0.0045766590389016 0.0112612612612613 0.0186480186480186 0.0163170163170163 0.0190930787589499 0.0306603773584906 0.0451306413301663 0.0267639902676399 0.0423280423280423 0.0616966580976864 0.0543478260869565 0.0879120879120879 0.078125 0.113702623906706 0.0906432748538012 0.140625 0.0921985815602837 0.151898734177215
"month=34" 0.00212314225053079 0 0.00227790432801822 0 0.0131004366812227 0.00433839479392625 0.00230414746543779 0.0090702947845805 0.00896860986547085 0.0068649885583524 0.0136674259681093 0.0300230946882217 0.0278422273781903 0.0234741784037559 0.0348837209302326 0.0338164251207729 0.0625 0.0440097799511002 0.0664961636828645 0.06426735218509 0.0509383378016086 0.0873015873015873 0.0835654596100279 0.103746397694524 0.120567375886525
"month=35" 0 0 0.0045662100456621 0 0.011037527593819 0.0065359477124183 0.00921658986175115 0.00911161731207289 0.00894854586129754 0.0179372197309417 0.0158371040723982 0.0327868852459016 0.0459770114942529 0.036697247706422 0.0395348837209302 0.044811320754717 0.0593824228028504 0.0410628019323672 0.0575 0.0753768844221105 0.0625 0.0676691729323308 0.112271540469974 0.0801104972375691 0.122516556291391
"month=36" 0.00212314225053079 0.00226757369614512 0.0091533180778032 0.00221238938053097 0.00440528634361234 0.00655021834061135 0.00696055684454756 0.0159453302961276 0.022271714922049 0.0408163265306122 0.0249433106575964 0.034965034965035 0.0421545667447307 0.043778801843318 0.0442890442890443 0.0614657210401891 0.0900473933649289 0.0819277108433735 0.091566265060241 0.111386138613861 0.0833333333333333 0.106965174129353 0.117333333333333 0.12962962962963 0.179566563467492
"month=37" 0.00638297872340425 0.0136363636363636 0.0183908045977011 0.0288248337028825 0.0240700218818381 0.0305676855895196 0.0417633410672854 0.0619266055045872 0.0633484162895928 0.0815850815850816 0.110091743119266 0.110849056603774 0.110070257611241 0.161214953271028 0.181176470588235 0.196560196560197 0.164179104477612 0.191815856777494 0.23989898989899 0.204724409448819 0.19493670886076 0.252631578947368 0.23013698630137 0.290598290598291 0.406143344709898
"month=38" 0.00642398286937901 0.00689655172413793 0.0255813953488372 0.0432801822323462 0.0446428571428571 0.0582959641255605 0.0602409638554217 0.0679611650485437 0.0783847980997625 0.141791044776119 0.142131979695431 0.191815856777494 0.219948849104859 0.233695652173913 0.268698060941828 0.299120234604106 0.363636363636364 0.351190476190476 0.32398753894081 0.420560747663551 0.446808510638298 0.446308724832215 0.414141414141414 0.496153846153846 0.542105263157895
"month=39" 0.019271948608137 0.0411899313501144 0.0570071258907363 0.0769230769230769 0.0837209302325581 0.0953488372093023 0.132832080200501 0.172151898734177 0.228070175438596 0.198324022346369 0.257703081232493 0.350299401197605 0.359621451104101 0.420195439739414 0.425531914893617 0.449612403100775 0.542735042735043 0.551282051282051 0.571428571428571 0.552238805970149 0.632978723404255 0.646067415730337 0.611111111111111 0.681159420289855 0.788888888888889
"month=40" 0.0196506550218341 0.0428571428571429 0.0618811881188119 0.075609756097561 0.0689655172413793 0.087719298245614 0.101123595505618 0.153392330383481 0.145061728395062 0.240924092409241 0.221014492753623 0.273504273504274 0.291479820627803 0.414507772020725 0.412790697674419 0.427672955974843 0.474576271186441 0.48695652173913 0.504424778761062 0.46 0.481481481481481 0.529411764705882 0.662162162162162 0.530612244897959 0.45
"month=41" 0.0087719298245614 0.0121951219512195 0.0102040816326531 0.0406091370558376 0.0347394540942928 0.0460358056265985 0.0651558073654391 0.0945121951219512 0.0825688073394495 0.0996309963099631 0.0922509225092251 0.119815668202765 0.0952380952380952 0.155172413793103 0.154929577464789 0.171875 0.0918367346938776 0.128712871287129 0.123595505617978 0.231707317073171 0.236111111111111 0.196078431372549 0.153846153846154 0.186046511627907 0.117647058823529
"month=42" 0.00865800865800866 0 0.00476190476190476 0.00239808153477218 0.00469483568075117 0.0119904076738609 0.0157068062827225 0.00549450549450549 0.0110192837465565 0.0144092219020173 0.0335365853658537 0.0360655737704918 0.0533333333333333 0.0291970802919708 0.0196850393700787 0.0358565737051793 0.05 0.0408163265306122 0.0531914893617021 0.0511363636363636 0.0355029585798817 0.0357142857142857 0.0461538461538462 0.0612244897959184 0.0333333333333333
"month=43" 0 0 0 0 0.00221729490022173 0.00221238938053097 0.00239234449760766 0.00466200466200466 0.00917431192660551 0.013953488372093 0.00985221674876847 0.029925187032419 0.0101010101010101 0.0326633165829146 0.0254452926208651 0.0102040816326531 0.032345013477089 0.0200573065902579 0.0264705882352941 0.0265486725663717 0.0214067278287462 0.0294117647058824 0.0230263157894737 0.033457249070632 0.0192307692307692
"month=44" 0 0.00226757369614512 0.0091533180778032 0.00666666666666667 0.0152838427947598 0.0130434782608696 0.00925925925925926 0.0159817351598174 0 0.0159090909090909 0.0160183066361556 0.0117924528301887 0.0182648401826484 0.0281030444964871 0.0304449648711944 0.037037037037037 0.0409638554216867 0.0338164251207729 0.0286396181384248 0.0321782178217822 0.0346534653465347 0.0300751879699248 0.0277777777777778 0.0466321243523316 0.0576923076923077
"month=45" 0.00424628450106157 0.00909090909090909 0.00919540229885057 0.0022271714922049 0 0.0043956043956044 0.013953488372093 0.0137931034482759 0.0132743362831858 0.0135440180586907 0.0182648401826484 0.0136054421768707 0.0318181818181818 0.0229357798165138 0.0345622119815668 0.0398126463700234 0.0301624129930394 0.0259433962264151 0.0323325635103926 0.0327102803738318 0.0490654205607477 0.039906103286385 0.0451306413301663 0.0338983050847458 0.0555555555555556
"month=46" 0 0 0 0.00221729490022173 0 0.00871459694989107 0.00234741784037559 0.00460829493087558 0.00223713646532438 0.00449438202247191 0.0136986301369863 0.0136363636363636 0.0115207373271889 0.0159817351598174 0.0277136258660508 0.00934579439252336 0.0205479452054795 0.027972027972028 0.0206896551724138 0.0208816705336427 0.0282352941176471 0.0395348837209302 0.0261282660332542 0.0347222222222222 0.0242130750605327
"month=47" 0 0.00227272727272727 0.00227790432801822 0.00443458980044346 0 0.00218818380743982 0.00460829493087558 0.00453514739229025 0 0.0044543429844098 0.0113378684807256 0.0181818181818182 0.0134831460674157 0.0112612612612613 0.0228310502283105 0.0204081632653061 0.0249433106575964 0.0324825986078886 0.0501138952164009 0.0364464692482916 0.0482758620689655 0.0277777777777778 0.0514018691588785 0.0416666666666667 0.0580046403712297
"month=48" 0 0 0 0.00222222222222222 0 0.00217391304347826 0.0023094688221709 0.0090702947845805 0.00884955752212389 0.0044543429844098 0.0158013544018059 0.0114155251141553 0.0202702702702703 0.0156599552572707 0.0272108843537415 0.0298165137614679 0.022883295194508 0.027906976744186 0.0233644859813084 0.0531177829099307 0.0377358490566038 0.0503432494279176 0.0425531914893617 0.0675990675990676 0.0600961538461538
"month=49" 0 0.00226757369614512 0 0.00221729490022173 0 0.00217391304347826 0.00921658986175115 0.00911161731207289 0.0044543429844098 0.0111607142857143 0.0158730158730159 0.0273348519362187 0.0249433106575964 0.0202247191011236 0.0205479452054795 0.0232018561484919 0.041002277904328 0.0395348837209302 0.0410958904109589 0.0542452830188679 0.041958041958042 0.0841121495327103 0.108490566037736 0.099273607748184 0.139759036144578
"month=50" 0 0.00227272727272727 0.00227790432801822 0 0 0.00434782608695652 0.00928074245939675 0.00911161731207289 0.00665188470066519 0.00449438202247191 0.0159090909090909 0.0185185185185185 0.0205949656750572 0.0225733634311512 0.0294784580498866 0.0276497695852535 0.023094688221709 0.04 0.0440835266821346 0.04 0.0398126463700234 0.0386473429951691 0.0537084398976982 0.050251256281407 0.115789473684211
"month=51" 0 0.00227272727272727 0.0045662100456621 0 0.0065359477124183 0.0065359477124183 0.00232558139534884 0.00455580865603645 0.00888888888888889 0.0111358574610245 0.0136054421768707 0.0251141552511416 0.0136363636363636 0.0113378684807256 0.0298165137614679 0.0254041570438799 0.0339366515837104 0.0281030444964871 0.0208816705336427 0.0232558139534884 0.0446009389671361 0.0509259259259259 0.0339805825242718 0.0546318289786223 0.0565552699228792
"month=52" 0.00212314225053079 0.00227272727272727 0.0045766590389016 0.00442477876106195 0.00219298245614035 0.00655021834061135 0.00231481481481481 0.0090702947845805 0.0044543429844098 0.00896860986547085 0.00904977375565611 0.0115207373271889 0.018058690744921 0.0134529147982063 0.0091533180778032 0.0184331797235023 0.018348623853211 0.0207852193995381 0.0406320541760722 0.0344827586206897 0.0470588235294118 0.0233100233100233 0.0635294117647059 0.0479616306954436 0.0490196078431373
"month=53" 0.00212765957446809 0 0.0068649885583524 0.00444444444444444 0.00436681222707424 0.00437636761487965 0.0069284064665127 0.00455580865603645 0.00886917960088692 0.0156599552572707 0.0112866817155756 0.0226757369614512 0.0203619909502262 0.0179372197309417 0.0268456375838926 0.0297482837528604 0.0203160270880361 0.0389016018306636 0.0277777777777778 0.0278422273781903 0.0258215962441315 0.0498866213151927 0.0433734939759036 0.05 0.062200956937799
"month=54" 0 0 0.00229357798165138 0.00222222222222222 0.00437636761487965 0.00436681222707424 0.00231481481481481 0.00453514739229025 0.0044543429844098 0.00900900900900901 0.00452488687782805 0.0114678899082569 0.0090702947845805 0.00900900900900901 0.0113895216400911 0.00928074245939675 0.0135135135135135 0.0187353629976581 0.0137614678899083 0.0207373271889401 0.0205949656750572 0.027972027972028 0.0306603773584906 0.0262529832935561 0.0674698795180723
"month=55" 0 0.00226757369614512 0.00228310502283105 0.00665188470066519 0.00218818380743982 0.00435729847494553 0 0.00453514739229025 0.00443458980044346 0.00447427293064877 0.00898876404494382 0.00909090909090909 0.0134529147982063 0.0111607142857143 0.0134831460674157 0.0181818181818182 0.00892857142857143 0.0068649885583524 0.0045045045045045 0.0250569476082005 0.0091533180778032 0.0228310502283105 0.0186480186480186 0.0117096018735363 0.0456730769230769
"month=56" 0 0 0 0.0022271714922049 0.00218340611353712 0.00217864923747277 0.00229885057471264 0 0.00665188470066519 0.0133630289532294 0.00900900900900901 0.0158371040723982 0.0157657657657658 0.0111856823266219 0.00900900900900901 0.0091324200913242 0.0177777777777778 0.00677200902934537 0.0133630289532294 0.0205949656750572 0.0180995475113122 0.0203619909502262 0.0254041570438799 0.0249433106575964 0.0423529411764706
"month=57" 0 0 0 0 0 0.00434782608695652 0.00460829493087558 0.00451467268623025 0.00444444444444444 0 0.00900900900900901 0.0045662100456621 0.00451467268623025 0.00671140939597315 0.0134831460674157 0.0135746606334842 0.00896860986547085 0.0203160270880361 0.0292134831460674 0.020501138952164 0.0296803652968037 0.0292792792792793 0.0254041570438799 0.0183066361556064 0.0516431924882629
"month=58" 0 0.00226757369614512 0.00683371298405467 0.00221238938053097 0.00217864923747277 0.0065359477124183 0.0161662817551963 0.0113378684807256 0.00221729490022173 0.00666666666666667 0.00675675675675676 0.0158013544018059 0.0111856823266219 0.0200445434298441 0.018058690744921 0.0182232346241458 0.0334075723830735 0.0320366132723112 0.00911161731207289 0.0341685649202733 0.0277136258660508 0.0341685649202733 0.0439814814814815 0.05 0.0613207547169811
"month=59" 0.00212314225053079 0 0 0.00221729490022173 0.00218340611353712 0.00218340611353712 0.00700934579439252 0.00228310502283105 0.00221238938053097 0 0.0112359550561798 0.0114155251141553 0.00224719101123596 0.0158013544018059 0.0135440180586907 0.0114678899082569 0.0159817351598174 0.00925925925925926 0.0111856823266219 0.0115207373271889 0.0115473441108545 0.0182648401826484 0.0330188679245283 0.0188679245283019 0.0528846153846154
"month=60" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
